Airportname,Year,month,value
Khabarovsk (MVL),2009,4,87.85
Khabarovsk (New),2009,4,1291.03
Khanty-Mansiysk,2009,4,47.05
Khatanga,2009,4,201.0
Chelyabinsk (Balandino),2009,4,157.52
Reads (tub),2009,4,62.74
Yuzhno-(Khomutovo),2009,4,792.6
Yakutsk,2009,4,635.2
Yamburg,2009,4,4.38
Yaroslavl (Tunoshna),2009,4,758.7
Abakan,2008,4,68.8
Anapa (Vitjazevo),2008,4,29.04
Arkhangelsk (Talagy),2008,4,530.5
Astrakhan (Narimanovo),2008,4,48.26
Novy Urengoy,2008,4,44.0
Blagoveshchensk,2008,4,190.1
Bugulma,2008,4,1.1
Vladivostok (Knevichi),2008,4,2023.3
Volgograd (Gumrak),2008,4,85.0
Vorkuta,2008,4,31.15
Voronezh (Chertovitskoe),2008,4,16.65
Ekaterinburg (Koltsovo),2008,4,1500.04
Irkutsk,2008,4,1641.0
Kazan,2008,4,156.63
Kemerovo,2008,4,132.63
Kogalym,2008,4,519.9
Komsomolsk-on-Amur,2008,4,177.4
Krasnodar (Paszkowski),2008,4,667.0
Krasnoyarsk (Emelyanovo),2008,4,1951.59
red,2008,4,5.73
Zabaykalsk,2008,4,127.7
Magadan (Falcon),2008,4,312.0
Mineral water,2008,4,98.0
Peaceful,2008,4,1706.7
Moscow (Vnukovo),2008,4,1879.34
Moscow (Domodedovo),2008,4,11837.18
Moscow (Sheremetyevo),2008,4,14101.0
Murmansk,2008,4,100.1
Nadym,2008,4,93.4
Nizhnevartovsk,2008,4,441.8
Nizhny Novgorod (Strigino),2008,4,61.51
Nikolaevsk-on-Amur,2008,4,113.87
Novokuznetsk,2008,4,95.0
Novosibirsk (Tolmachyovo),2008,4,1683.0
New Urengoy,2008,4,227.9
Norilsk,2008,4,2222.26
Noyabrsk,2008,4,99.4
Omsk (central),2008,4,286.0
Orenburg (central),2008,4,92.23
Perm (Bolshoye Savino),2008,4,307.94
Petropavlovsk (Yelizovo),2008,4,554.51
Polar,2008,4,535.5
Rostov-on-Don,2008,4,634.3
Saint Petersburg (Pulkovo),2008,4,2031.0
Saratov (central),2008,4,43.9
Sochi,2008,4,194.0
Stavropol (Shpakovskoye),2008,4,82.0
Surgut,2008,4,376.9
Syktyvkar,2008,4,71.12
Tiksi,2008,4,6.4
Tomsk (Bogashevo),2008,4,155.0
Tyumen (Roschino),2008,4,388.2
Ufa,2008,4,393.2
Khabarovsk (MVL),2008,4,57.8
Khabarovsk (New),2008,4,1549.72
Khanty-Mansiysk,2008,4,75.46
Khatanga,2008,4,341.2
Chelyabinsk (Balandino),2008,4,215.46
Reads (tub),2008,4,197.52
Yuzhno-(Khomutovo),2008,4,1135.0
Yakutsk,2008,4,990.9
Yamburg,2008,4,5.33
Yaroslavl (Tunoshna),2008,4,1645.4
Abakan,2007,4,83.5
Anapa (Vitjazevo),2007,4,19.19
Arkhangelsk (Talagy),2007,4,625.2
Astrakhan (Narimanovo),2007,4,36.54
Novy Urengoy,2007,4,64.1
Blagoveshchensk,2007,4,202.7
Bugulma,2007,4,2.27
Vladivostok (Knevichi),2007,4,1782.7
Volgograd (Gumrak),2007,4,137.0
Vorkuta,2007,4,24.8
Voronezh (Chertovitskoe),2007,4,15.87
Ekaterinburg (Koltsovo),2007,4,1416.9
Irkutsk,2007,4,1401.0
Kazan,2007,4,435.91
Kemerovo,2007,4,124.24
Kogalym,2007,4,247.5
Komsomolsk-on-Amur,2007,4,43.6
Krasnodar (Paszkowski),2007,4,654.0
Krasnoyarsk (Emelyanovo),2007,4,1624.98
red,2007,4,3.21
Zabaykalsk,2007,4,113.3
Magadan (Falcon),2007,4,274.0
Mineral water,2007,4,179.0
Peaceful,2007,4,1865.8
Moscow (Vnukovo),2007,4,1575.27
Moscow (Domodedovo),2007,4,9363.32
Moscow (Sheremetyevo),2007,4,12591.7
Murmansk,2007,4,109.9
Nadym,2007,4,81.67
Nizhnevartovsk,2007,4,868.8
Nizhny Novgorod (Strigino),2007,4,56.82
Nikolaevsk-on-Amur,2007,4,185.02
Novokuznetsk,2007,4,78.0
Novosibirsk (Tolmachyovo),2007,4,1387.9
New Urengoy,2007,4,224.4
Norilsk,2007,4,2094.24
Noyabrsk,2007,4,94.0
Omsk (central),2007,4,298.0
Orenburg (central),2007,4,98.49
Perm (Bolshoye Savino),2007,4,156.21
Petropavlovsk (Yelizovo),2007,4,567.46
Polar,2007,4,576.4
Rostov-on-Don,2007,4,475.7
Saint Petersburg (Pulkovo),2007,4,2094.0
Saratov (central),2007,4,46.4
Sochi,2007,4,161.0
Stavropol (Shpakovskoye),2007,4,56.0
Surgut,2007,4,411.3
Syktyvkar,2007,4,81.36
Tiksi,2007,4,3.8
Tomsk (Bogashevo),2007,4,148.0
Tyumen (Roschino),2007,4,362.8
Ufa,2007,4,234.01
Khabarovsk (MVL),2007,4,6.21
Khabarovsk (New),2007,4,1415.01
Khanty-Mansiysk,2007,4,70.4
Khatanga,2007,4,291.3
Chelyabinsk (Balandino),2007,4,223.38
Reads (tub),2007,4,154.54
Yuzhno-(Khomutovo),2007,4,1352.3
Yakutsk,2007,4,1018.0
Yamburg,2007,4,5.32
Yaroslavl (Tunoshna),2007,4,1235.97
Abakan,2020,5,0.0
Anapa (Vitjazevo),2020,5,0.0
Arkhangelsk (Talagy),2020,5,0.0
Astrakhan (Narimanovo),2020,5,0.0
Trip,2020,5,0.0
Barnaul (Titov Name),2020,5,0.0
Belgorod,2020,5,0.0
Novy Urengoy,2020,5,0.0
Blagoveshchensk (Ignatevo),2020,5,0.0
Bogorodskoe,2020,5,0.0
Bugulma,2020,5,0.0
Vladivostok (Knevichi),2020,5,0.0
Volgograd (Gumrak),2020,5,0.0
Vorkuta,2020,5,0.0
Voronezh (Chertovitskoe),2020,5,0.0
Ekaterinburg (Koltsovo),2020,5,0.0
Zeyskaya,2020,5,0.0
Ivanovo (Yuzhny),2020,5,0.0
Izhevsk,2020,5,0.0
Irkutsk,2020,5,0.0
Kazan,2020,5,0.0
Kaluga (Grabtsevo),2020,5,0.0
Kemerovo,2020,5,0.0
Keperveem,2020,5,0.0
Kirov (Pobedilovo),2020,5,0.0
Kogalym,2020,5,0.0
Komsomolsk-on-Amur,2020,5,0.0
Krasnodar (Paszkowski),2020,5,0.0
Krasnoyarsk,2020,5,0.0
Krasnoyarsk (Cheremshanka),2020,5,0.0
Kursk (Eastern),2020,5,0.0
red,2020,5,0.0
Zabaykalsk,2020,5,0.0
Magadan (Falcon),2020,5,0.0
Makhachkala (Uytash),2020,5,0.0
Mineral water,2020,5,0.0
Peaceful,2020,5,0.0
Moscow (Vnukovo),2020,5,0.0
Moscow (Domodedovo),2020,5,0.0
Moscow (Sheremetyevo),2020,5,0.0
Murmansk,2020,5,0.0
Nadym,2020,5,0.0
Nizhnevartovsk,2020,5,0.0
Kazan (Begiševo),2020,5,0.0
Nizhny Novgorod (Strigino),2020,5,0.0
Nikolaevsk-on-Amur,2020,5,0.0
Novokuznetsk (Spichenkovo),2020,5,0.0
Novosibirsk (Tolmachyovo),2020,5,0.0
New Urengoy,2020,5,0.0
Nogliki,2020,5,0.0
Norilsk,2020,5,0.0
Noyabrsk,2020,5,0.0
Omolon,2020,5,0.0
Omsk (central),2020,5,0.0
Omsukçan,2020,5,0.0
Orenburg (central),2020,5,0.0
Okha,2020,5,0.0
Okhotsk,2020,5,0.0
Penza,2020,5,0.0
Petropavlovsk (Yelizovo),2020,5,0.0
Polar,2020,5,0.0
Samara (Kurumoch),2020,5,0.0
Saint Petersburg (Pulkovo),2020,5,0.0
Saransk,2020,5,0.0
Sochi,2020,5,0.0
Stavropol (Shpakovskoye),2020,5,0.0
Strezhevoy,2020,5,0.0
Surgut,2020,5,0.0
Syktyvkar,2020,5,0.0
Tiksi,2020,5,0.0
Tomsk (Bogashevo),2020,5,0.0
Ust-Tsilma,2020,5,0.0
Tyumen (Roschino),2020,5,0.0
Ulyanovsk (Barataevka),2020,5,0.0
Ulyanovsk (East),2020,5,0.0
Ufa,2020,5,0.0
Khabarovsk (New),2020,5,0.0
Khanty-Mansiysk,2020,5,0.0
Khatanga,2020,5,0.0
Herpuchi,2020,5,0.0
Cheboksary,2020,5,0.0
Chelyabinsk (Balandino),2020,5,0.0
Reads (tub),2020,5,0.0
Çumikan,2020,5,0.0
Shakhtars'k,2020,5,0.0
Yuzhno-(Khomutovo),2020,5,0.0
Yakutsk,2020,5,0.0
Yamburg,2020,5,0.0
Yaroslavl (Tunoshna),2020,5,0.0
Abakan,2019,5,100.34
Anapa (Vitjazevo),2019,5,52.0
Arkhangelsk (Talagy),2019,5,137.95
Astrakhan (Narimanovo),2019,5,71.38
Trip,2019,5,2.09
Barnaul (Titov Name),2019,5,195.4
Belgorod,2019,5,4.93
Novy Urengoy,2019,5,7.3
Blagoveshchensk (Ignatevo),2019,5,213.9
Bogorodskoe,2019,5,0.05
Bugulma,2019,5,2.87
Vladivostok (Knevichi),2019,5,1614.51
Volgograd (Gumrak),2019,5,67.0
Vorkuta,2019,5,3.03
Voronezh (Chertovitskoe),2019,5,17.25
Ekaterinburg (Koltsovo),2019,5,1445.59
Zeyskaya,2019,5,1.76
Ivanovo (Yuzhny),2019,5,36.47
Irkutsk,2019,5,705.44
Kaluga (Grabtsevo),2019,5,0.97
Kemerovo,2019,5,96.21
Keperveem,2019,5,66.0
Kirov (Pobedilovo),2019,5,5.8
Kogalym,2019,5,3.6
Komsomolsk-on-Amur,2019,5,113.36
Krasnodar (Paszkowski),2019,5,545.96
Krasnoyarsk,2019,5,1302.43
Krasnoyarsk (Cheremshanka),2019,5,44.58
Kursk (Eastern),2019,5,0.2
red,2019,5,8.42
Zabaykalsk,2019,5,52.11
Magadan (Falcon),2019,5,621.0
Makhachkala (Uytash),2019,5,270.7
Mineral water,2019,5,97.99
Peaceful,2019,5,823.54
Moscow (Vnukovo),2019,5,4156.71
Moscow (Domodedovo),2019,5,8079.51
Moscow (Sheremetyevo),2019,5,26192.8
Murmansk,2019,5,148.64
Nadym,2019,5,32.28
Nizhnevartovsk,2019,5,142.0
Kazan (Begiševo),2019,5,37.45
Nizhny Novgorod (Strigino),2019,5,63.62
Nikolaevsk-on-Amur,2019,5,2.45
Novokuznetsk (Spichenkovo),2019,5,78.1
Novosibirsk (Tolmachyovo),2019,5,2181.3
New Urengoy,2019,5,328.19
Nogliki,2019,5,3.65
Norilsk,2019,5,1227.49
Noyabrsk,2019,5,51.85
Omolon,2019,5,1.0
Omsk (central),2019,5,252.0
Omsukçan,2019,5,27.77
Orenburg (central),2019,5,89.06
Okha,2019,5,4.29
Okhotsk,2019,5,45.74
Penza,2019,5,0.38
Petropavlovsk (Yelizovo),2019,5,663.07
Pauline Osipenko,2019,5,0.0
Polar,2019,5,77.58
Samara (Kurumoch),2019,5,212.35
Saint Petersburg (Pulkovo),2019,5,2051.0
Saransk,2019,5,0.0
Saratov (central),2019,5,29.9
Sochi,2019,5,203.15
Stavropol (Shpakovskoye),2019,5,55.0
Strezhevoy,2019,5,3.1
Surgut,2019,5,254.86
Syktyvkar,2019,5,45.14
Tiksi,2019,5,31.61
Tomsk (Bogashevo),2019,5,140.5
Ust-Tsilma,2019,5,0.0
Tyumen (Roschino),2019,5,258.1
Ulyanovsk (Barataevka),2019,5,17.84
Ulyanovsk (East),2019,5,1.1
Ufa,2019,5,364.0
Khabarovsk (MVL),2019,5,0.0
Khabarovsk (New),2019,5,1432.78
Khanty-Mansiysk,2019,5,39.1
Khatanga,2019,5,33.43
Herpuchi,2019,5,0.4
Cheboksary,2019,5,1.9
Chelyabinsk (Balandino),2019,5,207.89
Reads (tub),2019,5,238.98
Çumikan,2019,5,1.25
Shakhtars'k,2019,5,0.03
Shushenskoe,2019,5,0.0
Ekimçan,2019,5,0.0
Yuzhno-(Khomutovo),2019,5,790.76
Yakutsk,2019,5,656.28
Yamburg,2019,5,0.04
Yaroslavl (Tunoshna),2019,5,54.9
Abakan,2018,5,83.81
Anapa (Vitjazevo),2018,5,63.94
Arkhangelsk (Talagy),2018,5,214.98
Astrakhan (Narimanovo),2018,5,66.51
Trip,2018,5,0.0
Barnaul (Titov Name),2018,5,0.0
Belgorod,2018,5,0.0
Novy Urengoy,2018,5,11.7
Blagoveshchensk,2018,5,199.3
Bogorodskoe,2018,5,0.0
Bugulma,2018,5,1.57
Vladivostok (Knevichi),2018,5,1817.6
Volgograd (Gumrak),2018,5,74.0
Vorkuta,2018,5,4.9
Voronezh (Chertovitskoe),2018,5,15.69
Ekaterinburg (Koltsovo),2018,5,1468.27
Zeyskaya,2018,5,0.0
Ivanovo (Yuzhny),2018,5,15.63
Irkutsk,2018,5,805.66
Kaluga,2018,5,0.0
Kemerovo,2018,5,105.77
Keperveem,2018,5,119.0
Kogalym,2018,5,4.9
Komsomolsk-on-Amur,2018,5,197.23
Krasnodar (Paszkowski),2018,5,606.73
Krasnoyarsk (Emelyanovo),2018,5,1468.51
Kursk (Eastern),2018,5,0.0
red,2018,5,0.44
Zabaykalsk,2018,5,74.54
Magadan (Falcon),2018,5,0.0
Makhachkala (Uytash),2018,5,91.3
Mineral water,2018,5,114.74
Peaceful,2018,5,929.85
Moscow (Vnukovo),2018,5,4936.49
Moscow (Domodedovo),2018,5,11327.33
Moscow (Sheremetyevo),2018,5,25152.3
Murmansk,2018,5,145.39
Nadym,2018,5,34.2
Nizhnevartovsk,2018,5,334.8
Nizhny Novgorod (Strigino),2018,5,68.09
Nikolaevsk-on-Amur,2018,5,5.91
Novokuznetsk,2018,5,89.8
Novosibirsk (Tolmachyovo),2018,5,2136.0
New Urengoy,2018,5,452.5
Nogliki,2018,5,0.0
Norilsk,2018,5,1340.14
Noyabrsk,2018,5,51.55
Omolon,2018,5,0.0
Omsk (central),2018,5,257.0
Omsukçan,2018,5,0.0
Orenburg (central),2018,5,97.96
Okha,2018,5,0.0
Okhotsk,2018,5,0.0
Perm (Bolshoye Savino),2018,5,179.09
Petropavlovsk (Yelizovo),2018,5,646.71
Pauline Osipenko,2018,5,0.0
Polar,2018,5,74.64
Samara (Kurumoch),2018,5,244.12
Saint Petersburg (Pulkovo),2018,5,2246.0
Saratov (central),2018,5,38.9
Sochi,2018,5,212.19
Stavropol (Shpakovskoye),2018,5,66.0
Strezhevoy,2018,5,0.0
Surgut,2018,5,306.42
Syktyvkar,2018,5,52.85
Tiksi,2018,5,35.95
Tomsk (Bogashevo),2018,5,138.07
Ust-Tsilma,2018,5,0.0
Tyumen (Roschino),2018,5,299.2
Ufa,2018,5,376.05
Khabarovsk (MVL),2018,5,6.03
Khabarovsk (New),2018,5,1687.06
Khanty-Mansiysk,2018,5,50.12
Khatanga,2018,5,0.0
Herpuchi,2018,5,0.0
Chelyabinsk (Balandino),2018,5,224.06
Reads (tub),2018,5,251.1
Çumikan,2018,5,0.0
Shakhtars'k,2018,5,0.0
Ekimçan,2018,5,0.0
Yuzhno-(Khomutovo),2018,5,949.9
Yakutsk,2018,5,743.5
Yamburg,2018,5,0.02
Yaroslavl (Tunoshna),2018,5,434.25
Abakan,2017,5,91.93
Anapa (Vitjazevo),2017,5,48.08
Arkhangelsk (Talagy),2017,5,302.5
Astrakhan (Narimanovo),2017,5,62.89
Novy Urengoy,2017,5,12.1
Blagoveshchensk,2017,5,319.3
Bugulma,2017,5,1.56
Vladivostok (Knevichi),2017,5,1869.82
Volgograd (Gumrak),2017,5,66.0
Vorkuta,2017,5,10.51
Voronezh (Chertovitskoe),2017,5,14.33
Ekaterinburg (Koltsovo),2017,5,1388.83
Ivanovo (Yuzhny),2017,5,0.0
Irkutsk,2017,5,822.15
Kazan,2017,5,0.0
Kemerovo,2017,5,510.26
Kogalym,2017,5,42.8
Komsomolsk-on-Amur,2017,5,159.1
Krasnodar (Paszkowski),2017,5,512.9
Krasnoyarsk (Emelyanovo),2017,5,1049.78
red,2017,5,0.99
Zabaykalsk,2017,5,101.69
Magadan (Falcon),2017,5,688.0
Mineral water,2017,5,115.34
Peaceful,2017,5,1028.58
Moscow (Vnukovo),2017,5,4442.73
Moscow (Domodedovo),2017,5,10939.16
Moscow (Sheremetyevo),2017,5,24856.2
Murmansk,2017,5,142.26
Nadym,2017,5,31.63
Nizhnevartovsk,2017,5,320.1
Nizhny Novgorod (Strigino),2017,5,64.46
Nikolaevsk-on-Amur,2017,5,3.03
Novokuznetsk,2017,5,78.0
Novosibirsk (Tolmachyovo),2017,5,1943.7
New Urengoy,2017,5,444.5
Norilsk,2017,5,1595.89
Noyabrsk,2017,5,52.14
Omsk (central),2017,5,248.0
Orenburg (central),2017,5,91.15
Perm (Bolshoye Savino),2017,5,144.22
Petropavlovsk (Yelizovo),2017,5,642.32
Polar,2017,5,77.04
Rostov-on-Don,2017,5,363.55
Saint Petersburg (Pulkovo),2017,5,2578.0
Saratov (central),2017,5,34.5
Sochi,2017,5,840.77
Stavropol (Shpakovskoye),2017,5,57.0
Surgut,2017,5,296.7
Syktyvkar,2017,5,57.41
Tiksi,2017,5,38.13
Tomsk (Bogashevo),2017,5,138.72
Tyumen (Roschino),2017,5,347.1
Ufa,2017,5,340.21
Khabarovsk (MVL),2017,5,17.78
Khabarovsk (New),2017,5,1895.08
Khanty-Mansiysk,2017,5,48.16
Khatanga,2017,5,174.36
Chelyabinsk (Balandino),2017,5,204.63
Reads (tub),2017,5,311.7
Yuzhno-(Khomutovo),2017,5,905.2
Yakutsk,2017,5,767.35
Yamburg,2017,5,0.06
Yaroslavl (Tunoshna),2017,5,778.17
Abakan,2016,5,91.66
Anapa (Vitjazevo),2016,5,43.94
Arkhangelsk (Talagy),2016,5,239.0
Astrakhan (Narimanovo),2016,5,61.42
Novy Urengoy,2016,5,14.1
Blagoveshchensk,2016,5,239.6
Bugulma,2016,5,1.34
Vladivostok (Knevichi),2016,5,1577.92
Volgograd (Gumrak),2016,5,56.0
Vorkuta,2016,5,22.5
Voronezh (Chertovitskoe),2016,5,7.91
Ekaterinburg (Koltsovo),2016,5,1673.94
Ivanovo (Yuzhny),2016,5,25.91
Irkutsk,2016,5,675.41
Kazan,2016,5,187.94
Kemerovo,2016,5,493.43
Kogalym,2016,5,24.47
Komsomolsk-on-Amur,2016,5,189.8
Krasnodar (Paszkowski),2016,5,438.34
Krasnoyarsk (Emelyanovo),2016,5,1245.54
red,2016,5,13.14
Zabaykalsk,2016,5,104.52
Magadan (Falcon),2016,5,631.0
Mineral water,2016,5,115.2
Peaceful,2016,5,907.61
Moscow (Vnukovo),2016,5,2652.12
Moscow (Domodedovo),2016,5,9067.79
Moscow (Sheremetyevo),2016,5,17266.2
Murmansk,2016,5,128.7
Nadym,2016,5,35.42
Nizhnevartovsk,2016,5,318.7
Nizhny Novgorod (Strigino),2016,5,56.62
Nikolaevsk-on-Amur,2016,5,8.3
Novokuznetsk,2016,5,66.1
Novosibirsk (Tolmachyovo),2016,5,1441.1
New Urengoy,2016,5,295.7
Norilsk,2016,5,1443.44
Noyabrsk,2016,5,51.92
Omsk (central),2016,5,230.0
Orenburg (central),2016,5,70.29
Perm (Bolshoye Savino),2016,5,128.25
Petropavlovsk (Yelizovo),2016,5,596.09
Polar,2016,5,76.0
Rostov-on-Don,2016,5,455.7
Saint Petersburg (Pulkovo),2016,5,1959.0
Saratov (central),2016,5,23.5
Sochi,2016,5,869.09
Stavropol (Shpakovskoye),2016,5,48.0
Surgut,2016,5,257.0
Syktyvkar,2016,5,51.03
Tiksi,2016,5,34.22
Tomsk (Bogashevo),2016,5,117.52
Tyumen (Roschino),2016,5,249.0
Ufa,2016,5,268.69
Khabarovsk (MVL),2016,5,19.03
Khabarovsk (New),2016,5,1770.54
Khanty-Mansiysk,2016,5,44.63
Khatanga,2016,5,258.44
Chelyabinsk (Balandino),2016,5,257.73
Reads (tub),2016,5,223.69
Yuzhno-(Khomutovo),2016,5,853.22
Yakutsk,2016,5,658.81
Yamburg,2016,5,0.02
Yaroslavl (Tunoshna),2016,5,386.12
Abakan,2015,5,68.81
Anapa (Vitjazevo),2015,5,41.13
Arkhangelsk (Talagy),2015,5,234.5
Astrakhan (Narimanovo),2015,5,72.11
Novy Urengoy,2015,5,17.3
Blagoveshchensk,2015,5,233.3
Bugulma,2015,5,0.26
Vladivostok (Knevichi),2015,5,1524.66
Volgograd (Gumrak),2015,5,61.0
Vorkuta,2015,5,35.83
Voronezh (Chertovitskoe),2015,5,5.59
Ekaterinburg (Koltsovo),2015,5,1295.56
Ivanovo (Yuzhny),2015,5,0.0
Irkutsk,2015,5,723.77
Kazan,2015,5,185.71
Kemerovo,2015,5,437.45
Kogalym,2015,5,1.62
Komsomolsk-on-Amur,2015,5,131.1
Krasnodar (Paszkowski),2015,5,485.0
Krasnoyarsk (Emelyanovo),2015,5,1179.86
red,2015,5,8.72
Zabaykalsk,2015,5,146.0
Magadan (Falcon),2015,5,619.0
Mineral water,2015,5,160.2
Peaceful,2015,5,840.0
Moscow (Vnukovo),2015,5,2658.88
Moscow (Domodedovo),2015,5,10324.59
Moscow (Sheremetyevo),2015,5,15133.8
Murmansk,2015,5,110.9
Nadym,2015,5,64.76
Nizhnevartovsk,2015,5,328.6
Nizhny Novgorod (Strigino),2015,5,82.22
Nikolaevsk-on-Amur,2015,5,5.66
Novokuznetsk,2015,5,85.0
Novosibirsk (Tolmachyovo),2015,5,1588.1
New Urengoy,2015,5,442.2
Norilsk,2015,5,1417.22
Noyabrsk,2015,5,56.25
Omsk (central),2015,5,233.0
Orenburg (central),2015,5,75.09
Perm (Bolshoye Savino),2015,5,142.05
Petropavlovsk (Yelizovo),2015,5,546.53
Polar,2015,5,127.33
Rostov-on-Don,2015,5,328.5
Saint Petersburg (Pulkovo),2015,5,1861.0
Saratov (central),2015,5,32.6
Sochi,2015,5,125.73
Stavropol (Shpakovskoye),2015,5,51.0
Surgut,2015,5,319.8
Syktyvkar,2015,5,46.51
Tiksi,2015,5,23.0
Tomsk (Bogashevo),2015,5,129.25
Tyumen (Roschino),2015,5,271.9
Ufa,2015,5,92.22
Khabarovsk (MVL),2015,5,5.08
Khabarovsk (New),2015,5,1760.04
Khanty-Mansiysk,2015,5,58.35
Khatanga,2015,5,132.33
Chelyabinsk (Balandino),2015,5,170.18
Reads (tub),2015,5,280.42
Yuzhno-(Khomutovo),2015,5,1036.61
Yakutsk,2015,5,733.18
Yamburg,2015,5,0.69
Yaroslavl (Tunoshna),2015,5,758.25
Abakan,2014,5,75.5
Anapa (Vitjazevo),2014,5,42.93
Arkhangelsk (Talagy),2014,5,274.4
Astrakhan (Narimanovo),2014,5,73.91
Novy Urengoy,2014,5,33.5
Blagoveshchensk,2014,5,226.0
Bugulma,2014,5,2.0
Vladivostok (Knevichi),2014,5,2083.1
Volgograd (Gumrak),2014,5,70.0
Vorkuta,2014,5,51.94
Voronezh (Chertovitskoe),2014,5,5.41
Ekaterinburg (Koltsovo),2014,5,1804.02
Ivanovo (Yuzhny),2014,5,35.54
Irkutsk,2014,5,732.41
Kazan,2014,5,217.24
Kemerovo,2014,5,484.82
Kogalym,2014,5,24.18
Komsomolsk-on-Amur,2014,5,285.84
Krasnodar (Paszkowski),2014,5,675.22
Krasnoyarsk (Emelyanovo),2014,5,1496.58
red,2014,5,1.33
Zabaykalsk,2014,5,107.95
Magadan (Falcon),2014,5,715.0
Mineral water,2014,5,151.3
Peaceful,2014,5,1049.86
Moscow (Vnukovo),2014,5,2562.5
Moscow (Domodedovo),2014,5,13308.23
Moscow (Sheremetyevo),2014,5,15680.2
Murmansk,2014,5,131.5
Nadym,2014,5,63.73
Nizhnevartovsk,2014,5,474.6
Nizhny Novgorod (Strigino),2014,5,96.58
Nikolaevsk-on-Amur,2014,5,3.34
Novokuznetsk,2014,5,101.0
Novosibirsk (Tolmachyovo),2014,5,2004.8
New Urengoy,2014,5,247.0
Norilsk,2014,5,1693.94
Noyabrsk,2014,5,64.4
Omsk (central),2014,5,235.0
Orenburg (central),2014,5,82.55
Perm (Bolshoye Savino),2014,5,199.0
Petropavlovsk (Yelizovo),2014,5,556.05
Polar,2014,5,141.26
Rostov-on-Don,2014,5,674.3
Saint Petersburg (Pulkovo),2014,5,1992.0
Saratov (central),2014,5,42.7
Sochi,2014,5,133.54
Stavropol (Shpakovskoye),2014,5,70.0
Surgut,2014,5,391.6
Syktyvkar,2014,5,73.3
Tiksi,2014,5,19.8
Tomsk (Bogashevo),2014,5,151.0
Tyumen (Roschino),2014,5,384.7
Ufa,2014,5,299.13
Khabarovsk (MVL),2014,5,2.48
Khabarovsk (New),2014,5,2512.94
Khanty-Mansiysk,2014,5,69.92
Khatanga,2014,5,95.91
Chelyabinsk (Balandino),2014,5,304.99
Reads (tub),2014,5,223.07
Yuzhno-(Khomutovo),2014,5,739.8
Yakutsk,2014,5,865.01
Yamburg,2014,5,1.9
Yaroslavl (Tunoshna),2014,5,654.46
Abakan,2013,5,104.34
Anapa (Vitjazevo),2013,5,42.56
Arkhangelsk (Talagy),2013,5,291.2
Astrakhan (Narimanovo),2013,5,114.78
Novy Urengoy,2013,5,28.6
Blagoveshchensk,2013,5,205.0
Bugulma,2013,5,4.1
Vladivostok (Knevichi),2013,5,2922.4
Volgograd (Gumrak),2013,5,60.0
Vorkuta,2013,5,111.76
Voronezh (Chertovitskoe),2013,5,4.97
Ekaterinburg (Koltsovo),2013,5,1963.82
Ivanovo (Yuzhny),2013,5,142.22
Irkutsk,2013,5,934.75
Kazan,2013,5,272.95
Kemerovo,2013,5,420.48
Kogalym,2013,5,18.1
Komsomolsk-on-Amur,2013,5,153.65
Krasnodar (Paszkowski),2013,5,551.18
Krasnoyarsk (Emelyanovo),2013,5,1147.77
red,2013,5,6.66
Zabaykalsk,2013,5,117.78
Magadan (Falcon),2013,5,853.0
Mineral water,2013,5,164.0
Peaceful,2013,5,1280.22
Moscow (Vnukovo),2013,5,2935.71
Moscow (Domodedovo),2013,5,14192.5
Moscow (Sheremetyevo),2013,5,18257.8
Murmansk,2013,5,126.0
Nadym,2013,5,63.03
Nizhnevartovsk,2013,5,533.7
Nizhny Novgorod (Strigino),2013,5,70.07
Nikolaevsk-on-Amur,2013,5,15.15
Novokuznetsk,2013,5,77.0
Novosibirsk (Tolmachyovo),2013,5,2343.6
New Urengoy,2013,5,269.0
Norilsk,2013,5,1646.51
Noyabrsk,2013,5,62.4
Omsk (central),2013,5,230.0
Orenburg (central),2013,5,80.5
Perm (Bolshoye Savino),2013,5,174.4
Petropavlovsk (Yelizovo),2013,5,606.88
Polar,2013,5,77.29
Rostov-on-Don,2013,5,452.0
Saint Petersburg (Pulkovo),2013,5,1882.0
Saratov (central),2013,5,45.8
Sochi,2013,5,226.0
Stavropol (Shpakovskoye),2013,5,77.0
Surgut,2013,5,361.7
Syktyvkar,2013,5,66.46
Tiksi,2013,5,9.7
Tomsk (Bogashevo),2013,5,127.0
Tyumen (Roschino),2013,5,391.8
Ufa,2013,5,280.92
Khabarovsk (MVL),2013,5,3.32
Khabarovsk (New),2013,5,2738.81
Khanty-Mansiysk,2013,5,95.49
Khatanga,2013,5,251.3
Chelyabinsk (Balandino),2013,5,212.06
Reads (tub),2013,5,161.36
Yuzhno-(Khomutovo),2013,5,830.0
Yakutsk,2013,5,956.32
Yamburg,2013,5,2.11
Yaroslavl (Tunoshna),2013,5,516.0
Abakan,2012,5,56.51
Anapa (Vitjazevo),2012,5,40.39
Arkhangelsk (Talagy),2012,5,323.2
Astrakhan (Narimanovo),2012,5,69.14
Novy Urengoy,2012,5,38.8
Blagoveshchensk,2012,5,226.4
Bugulma,2012,5,5.19
Vladivostok (Knevichi),2012,5,2842.1
Volgograd (Gumrak),2012,5,68.0
Vorkuta,2012,5,69.27
Voronezh (Chertovitskoe),2012,5,13.84
Ekaterinburg (Koltsovo),2012,5,1867.46
